name,phone,website,full address,city,state,zip,latitude,longitude,google rating,review count,category,hours,is_24_7,is_mobile,dupe_count
Holbrook Truck Repair,+1 928-985-0287,,"1508 Joy Nevin Ave, Holbrook, AZ 86025",Holbrook,Arizona,86025,34.9039449,-110.1805458,4.7,51,Truck repair shop,Friday: ['8AM-8PM']; Monday: ['8AM-8PM']; Saturday: ['8AM-8PM']; Sunday: ['8AM-8PM']; Thursday: ['8AM-8PM']; Tuesday: ['8AM-8PM']; Wednesday: ['8AM-8PM'],no,no,1
K & P 24 hour towing and automotive repair,+1 480-881-3054,https://www.facebook.com/K-P-Automotive-Repair-109039094957306,"W Hopi Dr, Holbrook, AZ 86025",Holbrook,Arizona,86025,34.9037043,-110.1682029,4.3,78,Auto repair shop,Friday: ['Open 24 hours']; Monday: ['Open 24 hours']; Saturday: ['Open 24 hours']; Sunday: ['Open 24 hours']; Thursday: ['Open 24 hours']; Tuesday: ['Open 24 hours']; Wednesday: ['Open 24 hours'],yes,no,1
Macy's Tire & Lube,+1 928-524-6838,https://macystireandlube.com/,"317 W Hopi Dr, Holbrook, AZ 86025",Holbrook,Arizona,86025,34.9019153,-110.1628856,4.9,46,Oil change service,Friday: ['8AM-5PM']; Monday: ['8AM-5PM']; Saturday: ['Closed']; Sunday: ['Closed']; Thursday: ['8AM-5PM']; Tuesday: ['8AM-5PM']; Wednesday: ['8AM-5PM'],no,no,1
Reading Truck,+1 928-524-3582,https://www.readingtruck.com/locations/reading-truck-holbrook-az/%3Futm_source%3Dgoogle%26utm_medium%3Dorganic%26utm_campaign%3Dgooglemaps%26utm_content%3Dmaplink,"840 AZ-77, Holbrook, AZ 86025",Holbrook,Arizona,86025,34.889504,-110.1610133,4.6,83,Truck repair shop,Friday: ['8AM-5PM']; Monday: ['8AM-5PM']; Saturday: ['Closed']; Sunday: ['Closed']; Thursday: ['8AM-5PM']; Tuesday: ['8AM-5PM']; Wednesday: ['8AM-5PM'],no,no,1
Route 66 Tire,+1 928-524-6644,,"822 W Hopi Dr, Holbrook, AZ 86025",Holbrook,Arizona,86025,34.9031198,-110.1692009,4.7,51,Tire shop,,no,no,1
"Scotty and Son Towing, Collision and Auto Repair",+1 928-524-2500,,"405 Navajo Blvd Suite B, Holbrook, AZ 86025",Holbrook,Arizona,86025,34.9039651,-110.1584313,4.7,229,Auto repair shop,Friday: ['Open 24 hours']; Monday: ['Open 24 hours']; Saturday: ['Open 24 hours']; Sunday: ['Open 24 hours']; Thursday: ['Open 24 hours']; Tuesday: ['Open 24 hours']; Wednesday: ['Open 24 hours'],yes,no,1
TA Truck Service,+1 928-458-7228,https://www.ta-petro.com/,"3747 Express Dr #86025-0000, Holbrook, AZ 86025",Holbrook,Arizona,86025,34.9054976,-110.2106204,3.7,184,Truck repair shop,Friday: ['Open 24 hours']; Monday: ['Open 24 hours']; Saturday: ['Open 24 hours']; Sunday: ['Open 24 hours']; Thursday: ['Open 24 hours']; Tuesday: ['Open 24 hours']; Wednesday: ['Open 24 hours'],yes,no,1
TRUCK SERVICE!!,+1 928-241-4377,https://dot.cards/wicked_1,"N 1st Ave, Holbrook, AZ 86025",Holbrook,Arizona,86025,34.9243754,-110.1457031,4.1,45,Truck repair shop,Friday: ['Open 24 hours']; Monday: ['Open 24 hours']; Saturday: ['Open 24 hours']; Sunday: ['Open 24 hours']; Thursday: ['Open 24 hours']; Tuesday: ['Open 24 hours']; Wednesday: ['Open 24 hours'],yes,no,1
Wilkinson Graphics and Auto,+1 928-524-6501,,"404 W Hopi Dr, Holbrook, AZ 86025",Holbrook,Arizona,86025,34.902441,-110.163509,4.7,141,Auto repair shop,Friday: ['8AM-5PM']; Monday: ['8AM-5PM']; Saturday: ['Closed']; Sunday: ['Closed']; Thursday: ['8AM-5PM']; Tuesday: ['8AM-5PM']; Wednesday: ['8AM-5PM'],no,no,1
24x7 Truck and Trailer repair,+1 417-413-9591,,"1430 E Andy Devine Ave, Kingman, AZ 86401",Kingman,Arizona,86401,35.1907603,-114.0338525,5,4,Truck stop,Friday: ['Open 24 hours']; Monday: ['Open 24 hours']; Saturday: ['Open 24 hours']; Sunday: ['Open 24 hours']; Thursday: ['Open 24 hours']; Tuesday: ['Open 24 hours']; Wednesday: ['Open 24 hours'],yes,no,1
AC 24hr Truck Repair,+1 951-473-0411,https://roadsideassistancekingman.com/,"3768 Cantle Dr, Kingman, AZ 86409",Kingman,Arizona,86409,35.2345248,-114.0457125,5,10,Repair service,Friday: ['Open 24 hours']; Monday: ['Open 24 hours']; Saturday: ['Open 24 hours']; Sunday: ['Open 24 hours']; Thursday: ['Open 24 hours']; Tuesday: ['Open 24 hours']; Wednesday: ['Open 24 hours'],yes,no,1
ACR Diesel & Auto Repair,+1 928-263-1723,https://acrdieselandautorepair.com/,"1420 E Andy Devine Ave, Kingman, AZ 86401",Kingman,Arizona,86401,35.1910531,-114.0343692,4.9,319,Auto repair shop,Friday: ['8AM-5PM']; Monday: ['8AM-5PM']; Saturday: ['Closed']; Sunday: ['Closed']; Thursday: ['8AM-5PM']; Tuesday: ['8AM-5PM']; Wednesday: ['8AM-5PM'],no,no,1
ASAP Diesel Repair & Roadside,+1 928-530-4733,https://asapdieselrepair.com/,"2301 Shinarump Dr, Kingman, AZ 86413",Kingman,Arizona,86413,35.1403222,-114.1085554,4.1,323,Truck repair shop,Friday: ['Open 24 hours']; Monday: ['Open 24 hours']; Saturday: ['Open 24 hours']; Sunday: ['Open 24 hours']; Thursday: ['Open 24 hours']; Tuesday: ['Open 24 hours']; Wednesday: ['Open 24 hours'],yes,no,1
Adan Repair,+1 928-279-5846,http://adanrepair.com/,"4330 North Arizona Street Bldg C 4350, N Arizona St Bldg 1, Kingman, AZ 86409",Kingman,Arizona,86409,35.249008,-114.0127626,4,164,RV repair shop,Friday: ['8AM-5PM']; Monday: ['8AM-5PM']; Saturday: ['Closed']; Sunday: ['Closed']; Thursday: ['8AM-5PM']; Tuesday: ['8AM-5PM']; Wednesday: ['8AM-5PM'],no,no,1
All Mobile Home Parts,+1 928-692-9040,,"4154 Mallard Dr, Kingman, AZ 86409",Kingman,Arizona,86409,35.2434837,-113.9872803,4.1,128,Mobile home supply store,Friday: ['10AM-4PM']; Monday: ['10AM-4PM']; Saturday: ['9AM-2PM']; Sunday: ['Closed']; Thursday: ['10AM-4PM']; Tuesday: ['10AM-4PM']; Wednesday: ['10AM-4PM'],no,yes,1
American Fleet Service Solutions,+1 928-263-1290,http://www.americanfleetss.com/,"2790 Airway Ave, Kingman, AZ 86409",Kingman,Arizona,86409,35.2244675,-114.0152109,4.6,60,Truck repair shop,Friday: ['8AM-4:30PM']; Monday: ['8AM-4:30PM']; Saturday: ['Closed']; Sunday: ['Closed']; Thursday: ['8AM-4:30PM']; Tuesday: ['8AM-4:30PM']; Wednesday: ['8AM-4:30PM'],no,no,2
"B&B Auto & Diesel Repair, Inc.",+1 928-692-3168,https://bandbautodiesel.com/,"4270 Stockton Hill Rd, Kingman, AZ 86409",Kingman,Arizona,86409,35.2476998,-114.0379943,4.6,97,Truck repair shop,Friday: ['8AM-5PM']; Monday: ['8AM-5PM']; Saturday: ['Closed']; Sunday: ['Closed']; Thursday: ['8AM-5PM']; Tuesday: ['8AM-5PM']; Wednesday: ['8AM-5PM'],no,no,1
Benny's Tires and Roadside Repair,+1 928-230-9295,,"3251 N Yavapai St, Kingman, AZ 86401",Kingman,Arizona,86401,35.2188415,-113.9987403,4.8,50,Auto repair shop,Friday: ['Open 24 hours']; Monday: ['Open 24 hours']; Saturday: ['Open 24 hours']; Sunday: ['Open 24 hours']; Thursday: ['Open 24 hours']; Tuesday: ['Open 24 hours']; Wednesday: ['Open 24 hours'],yes,no,1
"Blue Beacon Truck Wash of Kingman, AZ",+1 928-757-9898,https://bluebeacon.com/locations/listing/kingman-az,"Exit 53, 3270 E Andy Devine Ave I-40, Kingman, AZ 86401",Kingman,Arizona,86401,35.2191092,-114.0076541,4,477,Car wash,Friday: ['Open 24 hours']; Monday: ['Open 24 hours']; Saturday: ['Open 24 hours']; Sunday: ['Open 24 hours']; Thursday: ['Open 24 hours']; Tuesday: ['Open 24 hours']; Wednesday: ['Open 24 hours'],yes,no,1
Byrd's Mobile RV & Marine,+1 928-412-0450,https://byrdsmobile.net/,"4330 N Arizona St, Kingman, AZ 86409",Kingman,Arizona,86409,35.2489848,-114.0127717,3.8,13,Boat repair shop,Friday: ['8AM-5PM']; Monday: ['8AM-5PM']; Saturday: ['Closed']; Sunday: ['Closed']; Thursday: ['8AM-5PM']; Tuesday: ['8AM-5PM']; Wednesday: ['8AM-5PM'],no,yes,1
Davis truck repair,+1 800-719-3268,https://davistruckrepair.com/,"3595 Gordon Dr, Kingman, AZ 86409",Kingman,Arizona,86409,35.2397634,-113.9900654,,,Truck repair shop,Friday: ['8AM-5PM']; Monday: ['8AM-5PM']; Saturday: ['Closed']; Sunday: ['Closed']; Thursday: ['8AM-5PM']; Tuesday: ['8AM-5PM']; Wednesday: ['8AM-5PM'],no,no,1
Dirty Diesel Welding & Repair,+1 928-715-8414,http://dirtydieselwr.com/,"3891 E Andy Devine Ave, Kingman, AZ 86401",Kingman,Arizona,86401,35.2365328,-113.9931388,,,Truck repair shop,Friday: ['8AM-5PM']; Monday: ['8AM-5PM']; Saturday: ['Closed']; Sunday: ['Closed']; Thursday: ['8AM-5PM']; Tuesday: ['8AM-5PM']; Wednesday: ['8AM-5PM'],no,no,1
Dynamic Diesel,+1 928-897-2784,,"3355 N Bank St unit e, Kingman, AZ 86409",Kingman,Arizona,86409,35.2215217,-114.0131149,4.5,96,Diesel engine repair service,Friday: ['8AM-5PM']; Monday: ['8AM-5PM']; Saturday: ['8AM-5PM']; Sunday: ['8AM-5PM']; Thursday: ['8AM-5PM']; Tuesday: ['8AM-5PM']; Wednesday: ['8AM-5PM'],no,no,1
Great West Tire,+1 928-757-9255,https://www.greatwestus.com/,"3101 Armour Ave, Kingman, AZ 86401",Kingman,Arizona,86401,35.221199,-114.009056,4.4,93,Tire shop,Friday: ['7AM-6PM']; Monday: ['7AM-6PM']; Saturday: ['8AM-5PM']; Sunday: ['Closed']; Thursday: ['7AM-6PM']; Tuesday: ['7AM-6PM']; Wednesday: ['7AM-6PM'],no,no,1
HRS Truck & Auto Repair,+1 928-692-4941,https://hrstruckauto.com/,"4355 N Bank St, Kingman, AZ 86409",Kingman,Arizona,86409,35.2496919,-114.0119986,4.7,51,Truck repair shop,Friday: ['8AM-5PM']; Monday: ['8AM-5PM']; Saturday: ['8AM-4PM']; Sunday: ['Closed']; Thursday: ['8AM-5PM']; Tuesday: ['8AM-5PM']; Wednesday: ['8AM-5PM'],no,no,1
Honest Auto LLC,+1 928-303-9990,,"4551 N Castle Rock Rd, Kingman, AZ 86409",Kingman,Arizona,86409,35.2557144,-113.9944076,4.6,81,Auto repair shop,Friday: ['8AM-5PM']; Monday: ['8AM-5PM']; Saturday: ['Closed']; Sunday: ['Closed']; Thursday: ['8AM-5PM']; Tuesday: ['8AM-5PM']; Wednesday: ['8AM-5PM'],no,no,1
"Imperial Truck Repair , Truck & RV Wash",+1 928-757-7002,,"2650 N Roundup Ave, Kingman, AZ 86401",Kingman,Arizona,86401,35.1986508,-113.901076,3.9,299,Truck repair shop,Friday: ['8AM-8PM']; Monday: ['Closed']; Saturday: ['8AM-8PM']; Sunday: ['8AM-8PM']; Thursday: ['8AM-8PM']; Tuesday: ['8AM-8PM']; Wednesday: ['8AM-8PM'],no,no,1
JP Repair,+1 928-530-4302,,"3355 N Bank St, Kingman, AZ 86409",Kingman,Arizona,86409,35.2215649,-114.0124935,,,Truck repair shop,Friday: ['Open 24 hours']; Monday: ['Open 24 hours']; Saturday: ['Open 24 hours']; Sunday: ['Open 24 hours']; Thursday: ['Open 24 hours']; Tuesday: ['Open 24 hours']; Wednesday: ['Open 24 hours'],yes,no,1
Joe's Auto RV & Truck,+1 928-681-5823,http://www.joesautorvtruck.com/,"9350 Shipping Ln, Kingman, AZ 86401",Kingman,Arizona,86401,35.2679605,-113.9484319,4.7,72,RV repair shop,Friday: ['7AM-4PM']; Monday: ['7AM-4PM']; Saturday: ['Closed']; Sunday: ['Closed']; Thursday: ['7AM-4PM']; Tuesday: ['7AM-4PM']; Wednesday: ['7AM-4PM'],no,no,1
Kermit's Transmission,+1 928-757-1020,https://kermitstransmission.com/,"2425 E Northern Ave, Kingman, AZ 86409",Kingman,Arizona,86409,35.2543165,-114.021274,4.4,141,Transmission shop,Friday: ['Closed']; Monday: ['8AM-5PM']; Saturday: ['Closed']; Sunday: ['Closed']; Thursday: ['8AM-5PM']; Tuesday: ['8AM-5PM']; Wednesday: ['8AM-5PM'],no,no,1
Kingman Auto Repair,+1 928-988-5224,https://kingmanautorepair.com/,"3850 Thompson Ave, Kingman, AZ 86409",Kingman,Arizona,86409,35.2609625,-113.9814677,4.9,119,Auto repair shop,Friday: ['7:30AM-10PM']; Monday: ['7:30AM-10PM']; Saturday: ['7:30AM-10PM']; Sunday: ['7:30AM-10PM']; Thursday: ['7:30AM-10PM']; Tuesday: ['9AM-10PM']; Wednesday: ['7:30AM-10PM'],no,no,1
"Kingman Diesel Repair, LLC",+1 928-757-7868,http://kingmandiesel.com/,"3140 Airway Ave, Kingman, AZ 86409",Kingman,Arizona,86409,35.224596,-114.005801,4.8,176,Truck repair shop,Friday: ['7AM-4PM']; Monday: ['7AM-4PM']; Saturday: ['Closed']; Sunday: ['Closed']; Thursday: ['7AM-4PM']; Tuesday: ['7AM-4PM']; Wednesday: ['7AM-4PM'],no,no,1
Kingman RV,+1 928-757-3557,https://www.kingmanrvs.com/,"4050 Stockton Hill Rd, Kingman, AZ 86409",Kingman,Arizona,86409,35.2412753,-114.0375347,4.3,201,RV repair shop,Friday: ['8AM-5PM']; Monday: ['8AM-5PM']; Saturday: ['Closed']; Sunday: ['Closed']; Thursday: ['8AM-5PM']; Tuesday: ['8AM-5PM']; Wednesday: ['8AM-5PM'],no,no,1
Kingman Truck Service,+1 928-977-9820,,"3555 N Bond St, Kingman, AZ 86409",Kingman,Arizona,86409,35.2261804,-114.0265573,,,Truck repair shop,Friday: ['Open 24 hours']; Monday: ['Open 24 hours']; Saturday: ['Closed']; Sunday: ['Open 24 hours']; Thursday: ['Open 24 hours']; Tuesday: ['Open 24 hours']; Wednesday: ['Open 24 hours'],yes,no,1
Love's Truck Care,+1 928-681-4405,https://www.loves.com/locations/272,"6035 Minerva Ln, Kingman, AZ 86401",Kingman,Arizona,86401,35.2001974,-113.9034494,3.2,74,Truck repair shop,Friday: ['6AM-11PM']; Monday: ['6AM-11PM']; Saturday: ['6AM-11PM']; Sunday: ['6AM-11PM']; Thursday: ['6AM-11PM']; Tuesday: ['6AM-11PM']; Wednesday: ['6AM-11PM'],no,no,1
Mohave Auto Repair,+1 928-377-3285,http://www.mohaveauto.com/,"2364 E Northern Ave, Kingman, AZ 86409",Kingman,Arizona,86409,35.2533958,-114.0227802,4.8,166,Auto repair shop,Friday: ['8AM-3:30PM']; Monday: ['8AM-3:30PM']; Saturday: ['Closed']; Sunday: ['Closed']; Thursday: ['8AM-3:30PM']; Tuesday: ['8AM-3:30PM']; Wednesday: ['8AM-3:30PM'],no,no,1
One Stop Automotive,+1 928-718-1400,,"290 Metcalfe Rd, Kingman, AZ 86401",Kingman,Arizona,86401,35.191812,-114.0650192,4.4,91,Auto repair shop,,no,no,1
Plumnasty Diesel Performance,+1 928-757-4779,,"4460 E Hwy 66, Kingman, AZ 86401",Kingman,Arizona,86401,35.2509738,-113.9758436,5,56,Auto repair shop,Friday: ['8AM-5PM']; Monday: ['8AM-5PM']; Saturday: ['Closed']; Sunday: ['Closed']; Thursday: ['8AM-5PM']; Tuesday: ['8AM-5PM']; Wednesday: ['8AM-5PM'],no,no,1
RR Hitches,+1 928-757-3020,http://www.rrhitches.com/,"4030 Stockton Hill Rd #16, Kingman, AZ 86409",Kingman,Arizona,86409,35.2408258,-114.0376095,4.2,58,Trailer supply store,Friday: ['8:30AM-5PM']; Monday: ['8:30AM-5PM']; Saturday: ['Closed']; Sunday: ['Closed']; Thursday: ['8:30AM-5PM']; Tuesday: ['8:30AM-5PM']; Wednesday: ['8:30AM-5PM'],no,no,1
Route 66 Rv care and repair (mobile),+1 928-385-0185,https://www.route66rvrepair.com/,"3582 Stockton Hill Rd, Kingman, AZ 86409",Kingman,Arizona,86409,35.2270126,-114.0367787,4.8,13,RV repair shop,Friday: ['8AM-5AM']; Monday: ['8AM-5AM']; Saturday: ['Closed']; Sunday: ['Closed']; Thursday: ['8AM-5AM']; Tuesday: ['8AM-5AM']; Wednesday: ['8AM-5AM'],no,yes,1
Southern Tire Mart at Pilot,+1 928-681-1040,https://stmtires.com/locations/store-STMP-851/,"3300 E Andy Devine Ave, Kingman, AZ 86401",Kingman,Arizona,86401,35.2197218,-114.0061754,4.3,134,Truck repair shop,Friday: ['7AM-11PM']; Monday: ['7AM-11PM']; Saturday: ['7AM-11PM']; Sunday: ['7AM-11PM']; Thursday: ['7AM-11PM']; Tuesday: ['7AM-11PM']; Wednesday: ['7AM-11PM'],no,no,1
Speedco Truck Lube and Tires,+1 928-757-2220,https://www.loves.com/locations/931,"875 S Ty Rd, Kingman, AZ 86401",Kingman,Arizona,86401,35.1793073,-113.7932643,3.9,545,Truck repair shop,Friday: ['6AM-10PM']; Monday: ['6AM-10PM']; Saturday: ['8AM-6PM']; Sunday: ['8AM-6PM']; Thursday: ['6AM-10PM']; Tuesday: ['6AM-10PM']; Wednesday: ['6AM-10PM'],no,no,1
Sukh Truck Repair road service,+1 417-560-6918,,"1430 E Andy Devine Ave, Kingman, AZ 86401",Kingman,Arizona,86401,35.1907603,-114.0338525,5,6,Truck repair shop,Friday: ['Open 24 hours']; Monday: ['Open 24 hours']; Saturday: ['Open 24 hours']; Sunday: ['Open 24 hours']; Thursday: ['Open 24 hours']; Tuesday: ['Open 24 hours']; Wednesday: ['Open 24 hours'],yes,no,1
TA Truck Service,+1 928-753-1307,https://www.ta-petro.com/,"946 W Beale St, Kingman, AZ 86401",Kingman,Arizona,86401,35.1899716,-114.0702527,4.1,712,Truck repair shop,Friday: ['Open 24 hours']; Monday: ['Open 24 hours']; Saturday: ['Open 24 hours']; Sunday: ['Open 24 hours']; Thursday: ['Open 24 hours']; Tuesday: ['Open 24 hours']; Wednesday: ['Open 24 hours'],yes,no,1
TA Truck Service,+1 928-757-2888,https://www.ta-petro.com/,"970 S Blake Ranch Rd, Kingman, AZ 86401",Kingman,Arizona,86401,35.1758315,-113.785321,3.7,393,Truck repair shop,Friday: ['Open 24 hours']; Monday: ['Open 24 hours']; Saturday: ['Open 24 hours']; Sunday: ['Open 24 hours']; Thursday: ['Open 24 hours']; Tuesday: ['Open 24 hours']; Wednesday: ['Open 24 hours'],yes,no,1
Topher's Mobile Mechanic Service,,,"4221 Stockton Hill Rd, Kingman, AZ 86409",Kingman,Arizona,86409,35.2452884,-114.0388355,1,1,Auto repair shop,Friday: ['9AM-8PM']; Monday: ['9AM-8PM']; Saturday: ['10AM-5PM']; Sunday: ['Closed']; Thursday: ['9AM-8PM']; Tuesday: ['9AM-8PM']; Wednesday: ['9AM-8PM'],no,yes,1
"Toys For Trucks - Kingman, AZ - Car, Truck, Jeep and Off-Road Accessories",+1 928-753-4101,https://www.toysfortrucks.com/,"2551 Airway Ave, Kingman, AZ 86409",Kingman,Arizona,86409,35.2252438,-114.0188348,4.4,118,Truck accessories store,Friday: ['8AM-5:30PM']; Monday: ['8AM-5:30PM']; Saturday: ['Closed']; Sunday: ['Closed']; Thursday: ['8AM-5:30PM']; Tuesday: ['8AM-5:30PM']; Wednesday: ['8AM-5:30PM'],no,no,1
TrailersPlus,+1 928-263-6480,https://www.trailersplus.com/Arizona/Kingman/inventory/%3Futm_source%3Dgoogle%26utm_medium%3Dorganic%26utm_campaign%3Dgbp%26y_source%3D1_OTY0OTc1Ny03MTUtbG9jYXRpb24ud2Vic2l0ZQ%253D%253D,"2627 Beverly Ave, Kingman, AZ 86409",Kingman,Arizona,86409,35.2179269,-114.0173201,4.7,393,Trailer repair shop,"Friday: ['9AM-5:30PM']; Monday: ['9AM-12:30PM', '1:30-5:30PM']; Saturday: ['9AM-12:30PM', '1:30-5:30PM']; Sunday: ['Closed']; Thursday: ['9AM-5:30PM']; Tuesday: ['9AM-5:30PM']; Wednesday: ['9AM-5:30PM']",no,no,1
Trotter's RV,+1 928-757-9339,http://trottersrv.com/,"2645 Airway Ave, Kingman, AZ 86409",Kingman,Arizona,86409,35.2250657,-114.0169366,4.1,370,RV repair shop,Friday: ['8AM-5PM']; Monday: ['8AM-5PM']; Saturday: ['9AM-1PM']; Sunday: ['Closed']; Thursday: ['8AM-5PM']; Tuesday: ['8AM-5PM']; Wednesday: ['8AM-5PM'],no,no,1
Velocity Truck Centers,+1 928-757-7936,https://www.velocitytruckcenters.com/location/kingman,"3275 N Bank St, Kingman, AZ 86409",Kingman,Arizona,86409,35.2198347,-114.0138549,3.8,398,Truck repair shop,Friday: ['7AM-5PM']; Monday: ['7AM-5PM']; Saturday: ['7AM-3:30PM']; Sunday: ['Closed']; Thursday: ['7AM-5PM']; Tuesday: ['7AM-5PM']; Wednesday: ['7AM-5PM'],no,no,1
Weldons Truck & Trailer,+1 334-759-7020,https://weldonstrucktrailer.com/,"3720 N Prescott St, Kingman, AZ 86409",Kingman,Arizona,86409,35.2314394,-114.0033121,4.9,73,Truck repair shop,Friday: ['Open 24 hours']; Monday: ['Open 24 hours']; Saturday: ['Open 24 hours']; Sunday: ['Open 24 hours']; Thursday: ['Open 24 hours']; Tuesday: ['Open 24 hours']; Wednesday: ['Open 24 hours'],yes,no,1
Yogi truck trailer repair,+1 559-216-7263,,"2770 w old highway 66, Kingman, AZ 86413",Kingman,Arizona,86413,35.1436142,-114.0948798,4.7,14,Tire repair shop,Friday: ['Open 24 hours']; Monday: ['Open 24 hours']; Saturday: ['Open 24 hours']; Sunday: ['Open 24 hours']; Thursday: ['Open 24 hours']; Tuesday: ['Open 24 hours']; Wednesday: ['Open 24 hours'],yes,no,1
Holt Brothers Mobile Certified RV Services,+1 623-738-9771,https://www.azrvtechs.com/,"Surprise, AZ 85388",Surprise,Arizona,85388,33.6129195,-112.4470275,5,149,RV repair shop,Friday: ['Open 24 hours']; Monday: ['Open 24 hours']; Saturday: ['Open 24 hours']; Sunday: ['Open 24 hours']; Thursday: ['Open 24 hours']; Tuesday: ['Open 24 hours']; Wednesday: ['Open 24 hours'],yes,yes,1
Dynamic Diesel Diagnostics,+1 928-379-4806,,"420 S Garland Prairie Rd, Williams, AZ 86046",Williams,Arizona,86046,35.2443106,-112.1181533,5,5,Diesel engine repair service,Friday: ['Open 24 hours']; Monday: ['Open 24 hours']; Saturday: ['Open 24 hours']; Sunday: ['Open 24 hours']; Thursday: ['Open 24 hours']; Tuesday: ['Open 24 hours']; Wednesday: ['Open 24 hours'],yes,no,1
Outlaws Diesel Rv Equipment Repair LLC,+1 928-635-1198,,"441 E Rte 66, Williams, AZ 86046",Williams,Arizona,86046,35.2525011,-112.1832839,4.4,94,RV repair shop,Friday: ['9AM-5PM']; Monday: ['9AM-5PM']; Saturday: ['Closed']; Sunday: ['Closed']; Thursday: ['9AM-5PM']; Tuesday: ['9AM-5PM']; Wednesday: ['9AM-5PM'],no,no,1
Perkins Auto and Diesel Repair,+1 928-853-7240,,"665 S Garland Prairie Rd, Williams, AZ 86046",Williams,Arizona,86046,35.2409544,-112.1213298,5,1,Mechanic,Friday: ['8AM-5PM']; Monday: ['8AM-5PM']; Saturday: ['Closed']; Sunday: ['Closed']; Thursday: ['8AM-5PM']; Tuesday: ['8AM-5PM']; Wednesday: ['8AM-5PM'],no,no,1
Central Arkansas RV,+1 501-316-0624,,"9705 Raymond Rd, Alexander, AR 72002",Alexander,Arkansas,72002,34.6832364,-92.5259334,4.3,3,RV repair shop,Friday: ['9AM-5PM']; Monday: ['9AM-5PM']; Saturday: ['Closed']; Sunday: ['Closed']; Thursday: ['9AM-5PM']; Tuesday: ['9AM-5PM']; Wednesday: ['9AM-5PM'],no,no,1
Black Dog Diesel Performance LLC,+1 479-651-6122,,"1238 Hilltop Dr, Alma, AR 72921",Alma,Arkansas,72921,35.4480429,-94.253697,4.5,11,Diesel engine repair service,,no,no,1
Crabtree RV Parts & Service,+1 479-632-0829,http://www.crabtreerv.com/,"225 Collum Ln W, Alma, AR 72921",Alma,Arkansas,72921,35.491744,-94.228786,4.2,163,RV repair shop,Friday: ['8AM-5PM']; Monday: ['8AM-5PM']; Saturday: ['9AM-3PM']; Sunday: ['Closed']; Thursday: ['8AM-5PM']; Tuesday: ['8AM-5PM']; Wednesday: ['8AM-5PM'],no,no,1
64 Auto and diesel repair,+1 479-970-3840,,"301 E Main St, Atkins, AR 72823",Atkins,Arkansas,72823,35.2422884,-92.9348342,,,Car repair and maintenance service,Friday: ['9AM-5PM']; Monday: ['9AM-5PM']; Saturday: ['9AM-5PM']; Sunday: ['Closed']; Thursday: ['9AM-5PM']; Tuesday: ['9AM-5PM']; Wednesday: ['9AM-5PM'],no,no,1
Glenn's Auto and Truck Repair,,,"1207 US-64, Atkins, AR 72823",Atkins,Arkansas,72823,35.2422936,-92.9515367,4.9,15,Truck repair shop,Friday: ['Open 24 hours']; Monday: ['Open 24 hours']; Saturday: ['Open 24 hours']; Sunday: ['Open 24 hours']; Thursday: ['Open 24 hours']; Tuesday: ['Open 24 hours']; Wednesday: ['Open 24 hours'],yes,no,1
J & I Truck Accessories,+1 479-641-2285,https://www.facebook.com/J-I-Truck-Accessories-111503352256677/%3Ffref%3Dts,"206 Crow Mountain Dr, Atkins, AR 72823",Atkins,Arkansas,72823,35.2539062,-92.939174,4.8,49,Truck accessories store,Friday: ['8AM-5PM']; Monday: ['8AM-5PM']; Saturday: ['Closed']; Sunday: ['Closed']; Thursday: ['8AM-5PM']; Tuesday: ['8AM-5PM']; Wednesday: ['8AM-5PM'],no,no,1
National Trailer Source,+1 501-354-3315,http://www.nationaltrailersource.com/%3Futm_source%3Dgoogle%26utm_medium%3Dlocal%26utm_campaign%3Dgoogle-local,"3831 Happy Bend Rd, Atkins, AR 72823",Atkins,Arkansas,72823,35.222939,-92.833122,4.5,149,Trailer repair shop,Friday: ['8AM-5PM']; Monday: ['8AM-5PM']; Saturday: ['8AM-12PM']; Sunday: ['Closed']; Thursday: ['8AM-5PM']; Tuesday: ['8AM-5PM']; Wednesday: ['8AM-5PM'],no,no,1
Fun Town RV Little Rock,+1 855-219-7859,https://www.funtownrv.com/locations/little-rock,"22524 I-30, Bryant, AR 72022",Bryant,Arkansas,72022,34.616724,-92.504302,4.8,190,RV repair shop,Friday: ['9AM-7PM']; Monday: ['9AM-7PM']; Saturday: ['9AM-7PM']; Sunday: ['Closed']; Thursday: ['9AM-7PM']; Tuesday: ['9AM-7PM']; Wednesday: ['9AM-7PM'],no,no,1
BC RV Repair,+1 501-286-6078,https://bcrvrepair.com/,"99 Gateway Dr, Cabot, AR 72023",Cabot,Arkansas,72023,34.952529,-92.0667943,4.8,70,RV repair shop,Friday: ['8AM-5PM']; Monday: ['8AM-5PM']; Saturday: ['Closed']; Sunday: ['Closed']; Thursday: ['8AM-5PM']; Tuesday: ['8AM-5PM']; Wednesday: ['8AM-5PM'],no,no,1
Danny's Diesel Repair,+1 501-605-1174,http://dannysdieselrepair.com/,"300 Commercial Dr, Cabot, AR 72023",Cabot,Arkansas,72023,34.9483136,-92.0556732,4.8,87,Diesel engine repair service,Friday: ['8AM-5PM']; Monday: ['8AM-5PM']; Saturday: ['Closed']; Sunday: ['Closed']; Thursday: ['8AM-5PM']; Tuesday: ['8AM-5PM']; Wednesday: ['8AM-5PM'],no,no,1
